society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
tulip white,0.91,sector 69,6862.0,3,2,2,12.0,Moderately Old,flat,1473.0,0,0,0,0,0,0,43
bptp pedestal,1.9,sector 70a,9500.0,4,3,3,2.0,New Property,flat,2111.0,0,0,1,0,0,0,133
signature global city 81,0.82,sector 81,8639.0,2,2,3,2.0,Relatively New,flat,955.0,0,0,0,0,0,0,53
tulip violet,1.75,sector 69,8883.0,4,4,1,12.0,Relatively New,flat,1783.0,0,0,0,0,0,0,86
chd avenue,1.15,sector 71,6526.0,3,3,2,15.0,Moderately Old,flat,1541.0,0,1,0,0,0,2,66
dlf city plots phase 2,6.3,sector 25,35000.0,4,4,3+,2.0,Old Property,house,1800.0,0,1,1,0,0,0,89
m3m woodshire,1.65,sector 107,5960.0,4,5,3+,12.0,Relatively New,flat,2505.0,0,1,0,0,0,0,21
emaar mgf emerald floors premier,2.7,sector 65,16363.0,3,3,3,5.0,Relatively New,flat,1650.06,0,1,1,0,0,2,108
suncity township,2.0,sector 54,3440.0,9,9,3,11.0,Relatively New,house,60.0,0,1,0,0,0,1,7
sidhartha ncr greens,0.96,sector 95,6201.0,3,3,3,8.0,New Property,flat,1720.0,0,0,1,1,0,0,8
bestech park view sanskruti,1.6,sector 92,8020.0,3,4,3+,10.0,Relatively New,flat,1615.0,0,1,0,0,1,2,174
la vida by tata housing,3.0,sector 113,14285.0,3,3,3+,3.0,Relatively New,flat,2460.0,0,1,0,0,0,0,167
shree vardhman victoria,1.75,sector 70,8974.0,3,5,0,0.0,Relatively New,flat,1950.0,0,0,0,0,0,0,47
anshul,0.85,sector 6,7727.0,2,2,0,4.0,Moderately Old,house,1222.0,0,0,0,0,0,0,0
bptp terra,1.6,sector 37d,7302.0,4,3,3+,7.0,Relatively New,flat,2000.0,0,0,0,0,1,2,139
rof ananda,0.46,sector 95,6318.0,2,2,2,11.0,New Property,flat,809.0,1,0,0,0,0,0,82
independent,0.38,sector 105,8444.0,2,2,2,1.0,Moderately Old,house,56.0,0,0,0,0,0,0,0
bhim garh kheri,1.5,sector 3,7576.0,7,2,0,1.0,Moderately Old,house,1980.0,0,0,0,0,0,0,0
signature global city 37d ph 2,1.1,sector 37d,8148.0,3,3,1,2.0,Under Construction,flat,1500.0,0,0,0,1,0,0,30
tulip violet,1.68,sector 69,10071.0,3,3,2,0.0,Relatively New,flat,1510.0,0,0,0,0,0,0,157
proxima tower,0.6,sector 37c,4602.0,2,2,3,5.0,Under Construction,flat,1180.0,1,0,0,1,0,0,55
dlf new town heights,1.51,sector 90,6387.0,4,4,3+,6.0,Relatively New,flat,2362.0,0,1,0,1,0,2,142
bestech park view residency,1.01,sector 2,7137.0,2,2,3,0.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,92
tulip monsella,6.02,sector 53,20816.0,3,3,3,29.0,Under Construction,flat,2892.0,0,0,0,0,0,0,68
shri banke bihari society,1.35,sector 56,9642.0,3,3,3+,4.0,Old Property,flat,1450.0,0,0,0,0,1,2,174
sobha city,3.35,sector 108,13266.0,3,4,2,19.0,New Property,flat,2525.25,0,0,0,0,0,0,102
international city by sobha phase 1,6.0,sector 109,9634.0,4,5,3,2.0,Moderately Old,house,6228.0,0,0,0,0,0,0,76
bestech park view residency,1.02,sector 2,7208.0,2,2,3,11.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,92
indiabulls centrum park,1.05,sector 103,5861.0,2,2,3,1.0,Relatively New,flat,1365.0,0,0,0,0,0,2,51
ireo skyon,2.15,sector 60,23344.0,2,3,2,5.0,Relatively New,flat,1250.0,0,1,0,0,0,2,49
m3m crown,4.67,sector 111,17000.0,4,4,3+,8.0,Under Construction,flat,3056.0,0,0,0,0,0,0,73
rof ananda,0.26,sector 95,6842.0,1,1,1,8.0,New Property,flat,422.0,0,0,0,0,0,0,49
godrej summit,1.35,sector 104,5000.0,4,5,3+,0.0,Relatively New,flat,3000.0,1,1,1,1,0,0,112
suncity platinum towers,7.0,sector 28,22222.0,4,3,2,10.0,Moderately Old,flat,2488.0,0,1,0,0,0,0,31
gls arawali homes,0.27,sohna road,4600.0,2,2,2,5.0,New Property,flat,521.0,0,0,0,0,0,0,42
vatika xpressions,0.92,sector 88b,6815.0,2,2,3,3.0,New Property,flat,1350.0,0,0,0,0,0,0,26
independent,5.1,sector 23,16569.0,3,2,0,1.0,Old Property,house,3078.0,0,0,0,0,1,0,27
independent,4.49,sector 45,24455.0,3,9,3+,3.0,Moderately Old,house,1836.0,0,0,0,0,1,2,90
experion windchants,2.6,sector 112,10651.0,2,2,3,8.0,Relatively New,flat,2441.09,0,0,0,0,0,0,168
shree vardhman flora,0.64,sector 90,4923.0,2,2,3,6.0,Old Property,flat,1199.0,1,0,0,0,0,0,103
experion windchants,2.5,sector 112,13888.0,2,2,3,10.0,Relatively New,flat,1939.03,1,0,0,1,0,2,174
sunischit apartments,1.75,sector 54,7954.0,3,4,3+,5.0,Moderately Old,flat,1900.0,0,1,0,0,0,2,83
breez global hill view,0.42,sohna road,7174.0,2,2,1,18.0,Relatively New,flat,650.0,0,0,0,0,0,0,44
ats tourmaline,1.75,sector 109,8139.0,3,4,3+,2.0,Relatively New,flat,1946.0,0,1,0,0,1,0,65
ss the leaf,1.08,sector 85,6585.0,2,2,3,8.0,New Property,flat,1200.0,1,1,1,1,0,2,157
experion the heartsong,2.0,sector 108,7196.0,4,4,3+,10.0,Relatively New,flat,2500.0,0,1,0,1,0,2,174
dlf city phase 1,3.25,sector 26,3681.0,3,3,3,2.0,Old Property,house,8829.0,1,0,0,0,0,0,79
dlf city plots phase 2,10.75,sector 25,29861.0,9,9,3+,3.0,Old Property,house,3600.0,0,1,1,1,0,0,73
chd avenue,1.2,sector 71,7407.0,3,3,3,4.0,Relatively New,flat,1466.0,0,0,0,0,1,2,49
independent,0.47,sector 4,3518.0,3,4,0,3.0,Moderately Old,house,1350.0,0,0,0,0,0,0,0
vatika gurgaon,1.05,sector 83,7000.0,3,3,3,3.0,Relatively New,flat,1618.0,0,0,1,0,0,0,79
gls arawali homes,0.35,sohna road,6076.0,2,2,2,12.0,New Property,flat,521.0,0,0,0,0,0,0,42
godrej,1.34,sector 79,8524.0,2,2,3,2.0,Relatively New,flat,1423.0,1,0,0,0,0,0,158
independent,0.82,sector 8,10224.0,2,4,0,2.0,Moderately Old,house,891.0,0,0,0,0,0,0,0
ramsons kshitij,0.19,sector 95,591.0,1,1,1,14.0,Relatively New,flat,3569.0,0,0,0,0,0,0,49
siddhi vinayak apartments,1.44,sector 55,9600.0,3,3,2,6.0,Moderately Old,flat,1700.0,0,0,0,0,1,2,47
micasa sec 68,1.5,sohna road road,12244.0,2,2,3,11.0,New Property,flat,1361.0,0,0,0,0,0,0,44
ramprastha the atrium,1.0,sector 37d,7782.0,3,3,2,4.0,Relatively New,flat,1163.0,0,0,0,0,0,0,13
emaar palm gardens,1.48,sector 83,7789.0,3,3,3,7.0,Relatively New,flat,1549.0,0,1,0,0,0,0,66
independent,2.1,sector 11,17284.0,2,6,3+,3.0,Relatively New,house,1215.0,0,0,0,0,0,0,14
dlf the primus,2.55,sector 82a,11218.0,4,4,3+,14.0,Relatively New,flat,2273.13,0,0,0,0,0,1,44
adani m2k oyster grande,2.6,sector 102,10007.0,3,3,3,2.0,Relatively New,flat,2351.0,1,1,1,0,0,0,118
la vida by tata housing,2.33,sector 113,12533.0,3,3,3,3.0,New Property,flat,2098.0,0,1,0,0,0,0,174
godrej air,1.35,sector 85,13632.0,2,2,3,19.0,Under Construction,flat,102.0,0,0,0,0,0,0,44
huda,3.5,sector 38,24005.0,3,2,3,2.0,Moderately Old,house,1458.0,0,0,1,0,0,2,85
indiabulls enigma,3.49,sector 110,10264.0,4,5,3,7.0,Relatively New,flat,3077.0,0,1,0,0,0,0,165
international city by sobha phase 1,5.9,sector 109,24280.0,4,5,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,2,111
ss the leaf,2.1,sector 85,8720.0,3,4,3+,6.0,Relatively New,flat,2026.0,0,1,0,0,0,0,156
emaar mgf emerald floors premier,3.5,sector 65,17721.0,4,4,3,4.0,Relatively New,flat,1975.06,0,1,0,0,0,2,114
paras dews,1.35,sector 106,8940.0,4,3,3,19.0,Old Property,flat,1678.0,0,1,0,0,0,0,112
m3m merlin,2.8,sector 67,13678.0,3,3,3,5.0,Moderately Old,flat,2047.08,0,1,0,0,0,1,26
independent,11.75,sector 28,41315.0,4,5,3+,4.0,Relatively New,house,2844.0,1,1,1,0,0,2,54
ss the leaf,1.14,sector 85,6433.0,2,2,3,16.0,Relatively New,flat,1604.0,0,0,0,0,0,0,44
m3m skywalk,2.25,sector 74,13636.0,3,3,2,9.0,Relatively New,flat,1938.0,0,1,0,0,0,2,174
birla navya,2.1,sector 63a,16666.0,2,2,2,2.0,Under Construction,flat,1400.0,0,0,0,0,0,0,38
shree vardhman victoria,1.55,sector 70,7948.0,3,3,3,6.0,Relatively New,flat,1527.0,1,1,0,1,1,0,49
puri emerald bay,1.58,sector 104,9117.0,2,3,3,11.0,Relatively New,flat,1538.0,0,1,0,0,0,0,101
ambience creacions,4.78,sector 22,15469.0,3,4,3,7.0,Relatively New,flat,2500.0,0,1,0,0,1,1,111
ats tourmaline,1.72,sector 109,8000.0,3,4,3+,7.0,Relatively New,flat,1797.0,0,1,0,0,0,0,167
central park flower valley aqua front towers,2.96,sector 33,13870.0,4,4,3,1.0,New Property,flat,2371.0,0,1,0,0,0,2,24
signature global park 4,1.0,sector 36,9900.0,3,2,3,2.0,New Property,flat,1122.0,0,0,0,0,0,0,128
birla navya,3.85,sector 63a,15437.0,3,3,3+,4.0,New Property,house,2771.0,0,1,0,0,0,2,160
imt view society,0.95,manesar,3653.0,3,4,3,6.0,Moderately Old,flat,2232.0,0,1,0,0,0,0,81
signature global city 92,0.78,sector 92,7722.0,2,2,3,2.0,Under Construction,flat,846.0,0,0,0,0,1,0,24
paras dews,0.92,sector 106,6642.0,2,2,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,0,174
smart world orchard,2.3,sector 61,14110.0,3,3,2,2.0,Under Construction,flat,1475.0,1,0,0,0,0,0,79
puri emerald bay,2.45,sector 104,10000.0,3,4,3+,14.0,Relatively New,flat,2131.0,0,1,0,0,0,2,56
bestech altura,1.9,sector 79,9000.0,3,4,2,11.0,New Property,flat,2389.0,0,1,0,0,0,0,49
surendra homes dayaindependentd colony,0.75,sector 6,15625.0,4,4,2,1.0,Moderately Old,house,480.0,0,0,0,0,0,0,0
dlf new town heights,2.0,sector 90,7334.0,4,4,3+,20.0,Moderately Old,flat,2468.0,0,1,0,0,1,0,49
umang winter hills,0.99,sector 77,7857.0,2,2,2,1.0,Relatively New,flat,1126.0,0,0,0,0,0,0,97
independent,20.0,sector 26,44444.0,5,7,3+,3.0,Relatively New,house,4500.0,0,1,0,1,0,1,97
sare crescent parc,0.8,sector 92,6033.0,3,2,2,3.0,Relatively New,flat,1473.0,0,0,0,0,0,0,15
adani aangan arcade,0.5,sector 89,7763.0,2,2,1,4.0,Relatively New,flat,672.0,0,0,0,0,0,1,69
bestech park view spa next,2.7,sector 67,11489.0,4,4,3+,9.0,Moderately Old,flat,2127.0,0,1,0,1,0,2,149
rof aalayas,0.45,sector 102,6000.0,1,1,2,6.0,Relatively New,flat,750.0,0,0,0,0,0,0,0
la vida by tata housing,1.75,sector 113,10489.0,2,2,3,10.0,Relatively New,flat,1424.0,1,0,0,0,0,0,93
tulip ivory,5.0,sector 70,10416.0,6,7,3+,0.0,Relatively New,flat,5333.0,1,1,0,0,0,0,119
independent,0.95,sohna road road,8920.0,3,10,3+,3.0,New Property,house,1065.0,0,0,0,0,0,0,0
independent,5.6,sector 55,20741.0,6,4,3,3.0,Old Property,house,2700.0,0,1,0,0,0,2,41
mapsko royale ville,1.12,sector 82,6256.0,3,3,2,12.0,Relatively New,flat,1588.0,0,0,0,1,0,2,49
dlf new town heights,1.6,sector 90,6768.0,4,4,3+,10.0,Relatively New,flat,2139.0,0,1,0,1,0,0,88
m3m woodshire,1.21,sector 107,6227.0,3,3,3,7.0,Moderately Old,flat,1713.0,0,0,0,0,0,2,126
viridian the plaza 106,0.39,sector 106,5571.0,1,1,1,7.0,Relatively New,flat,567.0,0,0,0,0,0,0,130
"nirmal enclave, maruti kunj road",0.24,sector 11,5333.0,2,2,0,2.0,Relatively New,house,450.0,0,0,0,0,0,0,0
uppal southend,6.75,sector 49,32328.0,4,4,3,3.0,Relatively New,house,2088.0,0,1,0,0,0,2,26
vipul world,1.38,sector 48,9482.0,3,3,1,2.0,Relatively New,flat,1611.0,0,0,0,0,0,0,60
divya apartments,0.6,sector 6,7594.0,2,2,0,2.0,Relatively New,flat,790.0,0,0,0,0,0,2,15
supertech hues,0.82,sector 68,6950.0,2,2,3+,21.0,Under Construction,flat,1068.0,0,0,0,0,1,0,72
chd avenue,1.1,sector 71,6790.0,3,3,3,11.0,Relatively New,flat,1466.0,0,0,0,0,1,0,72
satya element one,0.87,sector 49,19333.0,1,1,1,2.0,Relatively New,flat,500.0,0,0,0,0,0,0,22
sare crescent parc royal greens phase 1,1.0,sector 92,3713.0,4,4,3,15.0,New Property,flat,1828.0,0,0,0,0,0,0,31
independent,0.35,sector 105,7778.0,2,2,1,2.0,Moderately Old,house,556.0,0,0,0,0,0,0,0
international city by sobha phase 1,6.1,sector 109,25103.0,5,6,3+,2.0,Moderately Old,house,2430.0,0,1,0,0,0,0,30
dlf express greens,1.6,manesar,6808.0,4,6,3+,4.0,Relatively New,flat,2611.0,1,1,0,1,0,0,49
emaar palm gardens,1.8,sector 83,9473.0,3,3,3,6.0,Relatively New,flat,1549.0,0,1,0,0,0,2,97
independent,0.66,sector 6,10784.0,3,2,1,2.0,Old Property,house,612.0,0,0,0,0,0,0,36
uppal southend,3.75,sector 49,25562.0,2,6,3,3.0,Moderately Old,house,1467.0,0,0,0,0,1,0,49
independent,4.0,sector 23,16006.0,3,3,2,2.0,Moderately Old,house,2430.0,0,1,0,0,0,2,115
shyam apartment,0.26,sector 3,3714.0,2,1,2,2.0,Relatively New,flat,611.0,0,0,0,0,0,0,0
adani brahma samsara vilasa,3.0,sector 63,16666.0,3,3,3,3.0,New Property,flat,2000.0,0,0,0,0,0,0,24
orchid petals,1.9,sector 49,10526.0,3,3,3,2.0,Old Property,flat,1600.0,0,0,0,0,1,2,49
arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,7,9,3+,3.0,Moderately Old,house,9000.0,1,1,1,1,0,1,74
godrej nature plus,1.7,sector 33,12592.0,3,3,3+,6.0,New Property,flat,1500.0,0,1,0,0,0,0,38
adarsh nagar,0.65,sector 12,6190.0,3,3,1,1.0,New Property,flat,1167.0,0,0,0,0,0,2,42
signature andour heights,0.55,sector 71,8607.0,2,2,1,7.0,Relatively New,flat,600.0,0,0,0,0,0,2,24
ss the leaf,2.15,sector 85,10924.0,4,5,3+,6.0,Relatively New,flat,2366.0,0,1,0,0,0,0,156
sidhartha ncr one,0.57,sector 95,4179.0,2,2,2,10.0,New Property,flat,1364.0,0,0,0,0,0,0,0
experion the heartsong,1.36,sector 108,6542.0,3,2,3+,2.0,Relatively New,flat,1343.0,1,1,0,0,0,2,77
the close north,3.0,sector 50,11516.0,3,3,3+,14.0,Old Property,flat,2357.0,0,1,0,0,0,2,121
emaar gurgaon greens,1.3,sector 102,7878.0,3,3,3,4.0,Relatively New,flat,1315.0,0,1,0,0,0,2,125
krishna appartment,0.35,sector 12,3500.0,3,3,1,2.0,Old Property,flat,905.0,0,0,0,0,0,0,0
tulip violet,1.55,sector 69,9639.0,3,3,2,2.0,Relatively New,flat,1455.0,0,0,0,1,0,2,86
hero homes,1.2,sector 104,17548.0,2,2,2,22.0,Under Construction,flat,877.0,0,0,0,0,0,0,30
tulip violet,1.4,sector 69,8928.0,3,3,1,12.0,Relatively New,flat,1376.0,0,0,0,1,0,0,174
pioneer park,3.6,sector 61,12627.0,4,4,3,3.0,Moderately Old,flat,2580.0,0,1,0,0,0,2,121
suncity avenue,0.47,sector 102,8928.0,2,2,1,5.0,Relatively New,flat,582.0,0,0,1,0,0,0,142
godrej air,2.6,sector 85,12212.0,3,3,3,17.0,Under Construction,flat,2129.0,0,1,0,0,0,0,44
dlf new town heights,1.54,sector 86,5786.0,4,4,3+,21.0,Moderately Old,flat,2139.0,1,1,0,1,0,0,80
kashish manor one,1.65,sector 111,7097.0,3,4,3+,14.0,Under Construction,flat,2104.0,0,1,0,0,1,0,8
independent,3.15,sector 57,20349.0,5,4,3+,2.0,Moderately Old,house,1548.0,0,0,1,0,0,2,60
la vida by tata housing,1.55,sector 113,11654.0,2,2,3,2.0,New Property,flat,1276.0,0,0,0,0,0,0,174
huda floor,4.0,sector 38,22222.0,4,9,3+,2.0,Relatively New,house,4800.0,0,0,1,1,0,2,152
rof ananda,0.25,sector 95,6578.0,1,1,1,4.0,New Property,flat,344.0,0,0,0,0,0,0,0
godrej nature plus,1.45,sector 33,15664.0,3,2,3+,20.0,Under Construction,flat,118.0,1,0,0,0,0,0,144
tata primanti,3.3,sector 72,15384.0,3,3,3+,10.0,Relatively New,flat,2000.0,0,1,0,0,0,2,165
madhur jeevan apartments,1.59,sector 56,8594.0,4,3,3+,3.0,Old Property,flat,1900.0,0,0,0,0,1,2,33
independent,18.9,sector 26,41833.0,6,8,2,3.0,Relatively New,house,4518.0,1,1,1,1,0,2,120
sobha city,2.5,sector 108,14611.0,3,3,2,19.0,New Property,flat,1480.0,0,0,0,0,0,0,166
orchid petals,4.79,sector 49,11628.0,5,5,3+,14.0,Relatively New,flat,3724.0,1,1,0,1,0,0,49
capital residences 360,1.15,sector 70a,11500.0,2,2,3,4.0,New Property,flat,1400.0,0,0,0,1,0,0,132
independent,1.7,sector 10a,18889.0,2,1,2,2.0,Old Property,house,900.0,0,0,0,0,1,0,8
ild greens,1.0,sector 37c,4723.0,3,3,3,3.0,Under Construction,flat,1629.0,0,0,0,0,0,0,51
sbr minda sec-1 imt manesar,0.64,manesar,4193.0,3,2,3+,6.0,Old Property,flat,1696.0,0,0,0,0,0,0,51
unitech espace,7.42,sector 50,34352.0,4,4,3,2.0,Old Property,house,3200.0,0,0,0,0,0,2,88
unitech deerwood chase,8.45,sector 50,26153.0,3,3,2,2.0,Old Property,house,3231.0,1,1,0,0,0,2,102
shapoorji pallonji joyville gurugram,1.26,sector 102,10041.0,2,2,2,10.0,Relatively New,flat,1100.0,0,0,0,0,0,0,108
vatika city,1.98,sector 49,9074.0,3,4,3,9.0,Moderately Old,flat,1750.75,0,1,0,0,0,2,101
today callidora,1.0,sector 73,7692.0,2,2,2,13.0,New Property,flat,1444.0,0,0,0,0,0,0,0
dlf royalton tower,6.5,sector 43,22108.0,4,5,2,8.0,Relatively New,flat,2661.0,0,1,0,0,0,0,15
suncity heights,3.85,sector 54,16445.0,3,3,3+,8.0,Old Property,flat,2119.0,0,1,0,0,0,0,67
independent,7.2,sector 17b,15926.0,4,4,2,1.0,Old Property,house,4494.0,0,1,1,0,0,0,0
signature global the millennia,0.55,sector 37d,9166.0,2,2,3,3.0,New Property,flat,543.0,0,0,0,0,0,0,53
emaar imperial gardens,1.92,sector 102,9600.0,3,3,3,12.0,Relatively New,flat,2222.0,1,1,1,1,0,0,95
godrej,1.34,sector 79,8524.0,3,3,3,7.0,Relatively New,flat,1423.0,0,0,0,0,0,0,158
independent,5.8,sector 26,12838.0,4,4,3+,4.0,Old Property,house,4518.0,0,0,0,0,0,0,38
independent,1.55,sector 7,13889.0,2,2,2,1.0,Moderately Old,house,1080.0,0,0,0,0,0,2,52
hcbs sports ville,0.22,sohna road,3142.0,1,1,1,1.0,New Property,flat,778.0,0,0,0,0,0,0,86
sare homes,1.18,sector 92,5207.0,4,4,3,8.0,Relatively New,flat,2518.0,0,1,0,0,0,0,108
godrej icon,1.75,sector 88a,14894.0,3,3,3+,6.0,New Property,flat,1306.0,0,0,0,0,0,0,55
bestech park view aindependentda,4.35,sector 81,7937.0,4,4,3,2.0,Relatively New,house,5480.0,0,1,1,0,0,0,51
sukhshanti apartment,1.65,sector 56,7006.0,3,3,3+,5.0,Moderately Old,flat,2131.0,1,0,0,0,0,2,134
emaar mgf emerald floors premier,2.3,sector 65,13939.0,3,4,3,3.0,Relatively New,flat,1833.0,1,1,1,1,0,1,174
paras dews,1.4,sector 106,9978.0,4,6,3+,10.0,Relatively New,flat,1535.0,0,1,0,0,0,0,174
independent,6.0,sector 2,20000.0,4,4,1,2.0,Relatively New,house,3000.0,0,0,0,0,0,0,0
tata primanti,3.25,sector 72,10545.0,3,3,3,2.0,Moderately Old,flat,2986.0,0,1,0,0,0,0,94
emaar mgf the enclave,1.9,sector 66,10555.0,3,4,2,8.0,Relatively New,flat,1850.0,0,1,0,0,0,2,174
ss the leaf,1.24,sector 85,7122.0,2,2,3,10.0,Relatively New,flat,1730.0,0,0,0,0,0,0,49
ireo victory valley,4.75,sector 67,13929.0,4,4,3+,0.0,Relatively New,flat,3200.0,1,1,1,1,0,2,165
aipl zen residences,1.75,sector 70a,10257.0,3,4,3+,20.0,Relatively New,flat,1706.0,0,0,0,0,1,1,49
the close north,2.5,sector 50,11944.0,3,3,3,11.0,Relatively New,flat,1894.0,0,0,0,1,0,2,127
hcbs sports ville,0.27,sohna road,4345.0,2,2,2,10.0,Relatively New,flat,619.0,0,0,0,0,0,0,43
tata primanti,3.9,sector 72,13425.0,4,4,3+,39.0,Relatively New,flat,2509.0,0,1,0,0,1,0,49
tulip lemon,0.6,sector 69,11407.0,2,1,1,11.0,Relatively New,flat,584.0,0,0,0,0,0,0,0
independent,0.55,sector 4,6815.0,2,1,1,1.0,Moderately Old,house,75.0,0,0,0,0,0,0,0
signature signum 95a,0.4,sector 110,7782.0,2,2,2,3.0,New Property,flat,571.0,0,0,0,0,0,2,44
dlf regal gardens,1.25,sector 90,7339.0,3,3,3,28.0,Moderately Old,flat,1541.0,0,1,0,0,0,0,38
pareena laxmi apartments,0.32,sector 99a,5521.0,2,2,1,2.0,New Property,flat,577.0,0,0,0,0,0,0,43
shree vardhman victoria,1.6,sector 70,8205.0,3,5,3,6.0,Relatively New,flat,2167.0,0,1,0,0,0,0,174
emaar digihomes,2.1,sector 62,14254.0,2,2,2,30.0,New Property,flat,1365.0,0,1,0,0,0,0,52
emaar mgf emerald floors premier,2.8,sector 65,16969.0,3,3,2,3.0,Relatively New,flat,1650.07,0,1,0,0,0,0,105
ambience creacions,4.1,sector 22,28101.0,3,3,3+,2.0,New Property,flat,2069.0,0,0,0,0,0,1,119
smart world gems,1.25,sector 89,8784.0,3,3,2,1.0,Under Construction,house,1423.0,1,0,0,0,1,0,45
m3m merlin,3.5,sector 67,14843.0,3,4,3+,15.0,Relatively New,flat,2134.0,0,1,0,0,0,2,158
eldeco accolade,0.73,sohna road,5752.0,2,2,3,9.0,Relatively New,flat,1148.0,0,0,0,1,0,0,103
dlf the skycourt,1.55,sector 86,8031.0,3,3,3,5.0,Relatively New,flat,1900.0,0,0,0,0,0,0,49
la vida by tata housing,1.5,sector 113,11755.0,2,2,2,13.0,New Property,flat,1418.0,0,0,0,0,0,0,71
independent,1.7,sector 12,9444.0,3,3,0,1.0,Old Property,house,200.0,0,0,0,0,0,0,0
mahindra aura,1.8,sector 110,8814.0,3,3,3+,7.0,Relatively New,flat,1850.0,0,1,0,0,0,2,136
green campus chs,0.92,manesar,4022.0,3,3,3+,8.0,Moderately Old,flat,1924.0,0,1,0,0,0,0,5
vipul tatvam villa,22.0,sector 48,26667.0,5,6,3,3.0,Moderately Old,house,8250.0,0,1,0,0,0,0,54
experion the heartsong,1.2,sector 108,6825.0,3,3,3+,10.0,Relatively New,flat,1275.53,1,0,0,0,0,0,93
independent,0.4,sector 4,8889.0,1,1,0,1.0,Moderately Old,house,450.0,0,0,0,0,0,0,0
independent,6.4,sector 14,20317.0,6,6,3+,3.0,Old Property,house,3150.0,0,0,0,0,1,0,35
silverglades the melia,0.78,sohna road,5777.0,2,2,3,9.0,Under Construction,flat,1222.0,1,0,0,0,0,0,72
m3m golfestate,1.4,sector 79,10000.0,2,2,2,4.0,Relatively New,flat,1556.0,1,1,1,0,0,1,83
signature global park,0.55,sohna road,7355.0,2,2,3,4.0,New Property,flat,828.0,0,0,0,0,0,0,80
hero homes,1.75,sector 104,10361.0,3,3,3,2.0,Under Construction,flat,1529.0,0,0,0,0,0,0,30
godrej nature plus serenity,1.45,sector 33,8677.0,3,2,3,3.0,Under Construction,flat,1512.0,0,0,0,0,0,0,49
tulip violet,1.5,sector 69,10714.0,3,3,2,8.0,Relatively New,flat,1492.0,0,0,0,1,0,2,174
pivotal devaan,0.3,sector 84,6666.0,1,1,1,14.0,New Property,flat,500.0,0,0,0,0,0,2,22
mapsko mount ville,1.3,sector 79,8024.0,3,3,2,6.0,Relatively New,flat,1215.0,1,0,0,1,0,0,151
lotus elise,0.95,sector 99,6551.0,2,3,3,7.0,Relatively New,flat,1611.0,0,1,0,0,0,0,0
independent,1.5,sector 13,11538.0,2,7,3,4.0,Moderately Old,house,1300.0,0,0,0,0,0,0,0
ss the leaf,2.0,sector 85,8305.0,3,4,3,6.0,Relatively New,flat,2300.0,0,1,0,0,0,0,49
birla navya,3.5,sector 63a,25925.0,3,3,3,1.0,Under Construction,flat,1350.05,0,0,0,0,0,0,38
emaar mgf palm studios,1.45,sector 66,14795.0,2,2,3,3.0,Relatively New,flat,1082.0,0,0,0,0,0,0,92
dlf city plots phase 2,6.5,sector 25,33592.0,3,9,3+,3.0,Old Property,house,1935.0,1,1,1,1,0,2,142
sarahah tower,0.6,sector 12,8333.0,2,2,1,0.0,New Property,flat,800.0,0,0,0,1,0,1,0
supertech basera,0.36,sector 79,7643.0,2,2,1,4.0,New Property,flat,546.0,0,0,0,0,0,0,60
independent,16.0,sector 25,26667.0,6,5,2,3.0,Relatively New,house,6000.0,0,0,0,0,0,0,0
independent,8.1,sector 26,35294.0,5,5,2,4.0,Old Property,house,2295.0,0,0,0,0,0,0,42
godrej nature plus,1.62,sector 33,13974.0,3,4,3+,3.0,New Property,flat,129.42,0,1,0,0,0,0,100
kiran residency,1.5,sector 56,6648.0,3,5,3+,4.0,Moderately Old,flat,2250.0,1,0,0,1,0,2,134
dlf new town heights,1.25,sector 90,6476.0,3,3,3+,6.0,Relatively New,flat,1929.0,0,1,0,1,0,0,136
umang monsoon breeze,1.1,sector 78,5055.0,3,3,3+,9.0,Old Property,flat,2176.0,0,1,0,0,0,0,80
godrej air,1.4,sector 85,10000.0,2,2,3,23.0,Relatively New,flat,1400.0,0,0,0,0,0,0,44
vatika the seven lamps,0.86,sector 82,6022.0,2,2,2,12.0,Relatively New,flat,1294.0,1,0,0,0,0,2,135
millenia,0.4,sector 37c,6666.0,2,2,2,4.0,New Property,flat,667.0,0,0,0,0,0,0,29
pioneer urban presidia,7.15,sector 62,16486.0,4,5,3+,7.0,Relatively New,flat,3925.0,1,1,1,0,0,2,158
ambience creacions,6.16,sector 22,20533.0,4,5,3+,10.0,New Property,flat,3333.0,0,1,0,1,0,2,49
pyramid urban homes 2,0.43,sector 86,8582.0,2,2,1,6.0,New Property,flat,557.0,0,0,0,0,1,0,72
bestech park view sanskruti,1.83,sector 92,7870.0,4,3,3,8.0,New Property,flat,2104.0,0,1,0,0,0,0,128
la vida by tata housing,2.85,sector 113,12855.0,3,3,3+,10.0,New Property,flat,2006.0,0,1,0,0,0,0,72
godrej,1.18,sector 79,8532.0,2,2,3,7.0,Relatively New,flat,1252.0,0,0,0,0,0,0,158
